              A,B,DISTANCE,STREET,ONEWAY,TAZID,LINKID,LANES,FT,SFF,SFF_TIME,CAP1HR1LN,Length,geometry
11257,5175,0.211670,9800 Sout,2,1405,11257_5175,1,4,24.678100,0.514630,633.080000,0.000000,"LINESTRING (-111.908371 40.569754 ,-111.904348 40.569696)",
11257,11184,0.334990,9800 Sout,2,1405,11257_11184,1,4,24.678100,0.814460,633.080000,0.000000,"LINESTRING (-111.908371 40.569754 ,-111.913770 40.572331)",
11259,1356,0.382270,Cent,2,1356,11259_1356,7,1,21.176470,1.083100,10000.000000,0.000000,"LINESTRING (-111.926737 40.562009 ,-111.924114 40.567177)",
11259,5214,0.130600,South Jor,2,1401,11259_5214,2,3,36.363640,0.215490,814.416000,0.000000,"LINESTRING (-111.926737 40.562009 ,-111.929207 40.562200)",
11259,5587,0.410500,South Jor,2,1356,11259_5587,2,3,36.363640,0.677330,814.416000,0.000000,"LINESTRING (-111.926737 40.562009 ,-111.919260 40.560309)",
11261,1352,0.386260,Cent,2,1352,11261_1352,7,1,21.176470,1.094400,10000.000000,0.000000,"LINESTRING (-111.934612 40.562298 ,-111.933963 40.567876)",
11261,1397,0.611250,Cent,2,1397,11261_1397,7,1,21.176470,1.731870,10000.000000,0.000000,"LINESTRING (-111.934612 40.562298 ,-111.936589 40.553565)",
11261,5208,0.214700,South Jor,2,1397,11261_5208,2,3,36.363640,0.354250,814.416000,0.000000,"LINESTRING (-111.934612 40.562298 ,-111.938693 40.562285)",
11261,5214,0.284400,South Jor,2,1397,11261_5214,2,3,36.363640,0.469260,814.416000,0.000000,"LINESTRING (-111.934612 40.562298 ,-111.929207 40.562200)",
11281,5214,0.444140,1300 West,2,1398,11281_5214,1,4,29.323210,0.908780,666.400000,0.000000,"LINESTRING (-111.929153 40.555761 ,-111.929207 40.562200)",
11282,5208,0.266600,10400 Sou,2,1395,11282_5208,1,3,35.363640,0.452330,857.280000,0.000000,"LINESTRING (-111.943762 40.562247 ,-111.938693 40.562285)",
11489,1360,0.237260,Cent,2,1360,11489_1360,7,1,16.216220,0.877860,10000.000000,0.000000,"LINESTRING (-111.902652 40.580647 ,-111.901834 40.584029)",
11489,7984,0.102630,9400 Sout,2,1361,11489_7984,1,3,30.044950,0.204950,814.416000,0.000000,"LINESTRING (-111.902652 40.580647 ,-111.900701 40.580648)",
11489,8172,0.149950,9400 Sout,2,1359,11489_8172,1,3,35.363640,0.254410,857.280000,0.000000,"LINESTRING (-111.902652 40.580647 ,-111.905503 40.580699)",
11507,3689,0.093980,300 West,2,1406,11507_3689,2,4,25.678100,0.219600,601.426000,0.000000,"LINESTRING (-111.902527 40.562393 ,-111.900748 40.562521)",
11507,5216,0.234610,300 West,2,1406,11507_5216,2,4,25.678100,0.548190,601.426000,0.000000,"LINESTRING (-111.902527 40.562393 ,-111.902774 40.558997)",
11763,5730,0.112260,700 West,2,1358,11763_5730,1,4,24.678100,0.272940,633.080000,0.000000,"LINESTRING (-111.905488 40.584909 ,-111.905499 40.583282)",
11763,7210,0.074710,700 West,2,1358,11763_7210,1,4,24.678100,0.181640,633.080000,0.000000,"LINESTRING (-111.905488 40.584909 ,-111.904821 40.585866)",
11827,5440,0.183830,1300 West,2,1288,11827_5440,1,4,32.255540,0.341950,666.400000,0.000000,"LINESTRING (-111.929192 40.626782 ,-111.929189 40.624117)",
11910,5118,0.135800,500 West,2,1325,11910_5118,1,4,24.678100,0.330170,633.080000,0.000000,"LINESTRING (-111.904258 40.589983 ,-111.904260 40.588014)",
11910,10853,0.165980,500 West,2,1325,11910_10853,1,4,24.678100,0.403550,633.080000,0.000000,"LINESTRING (-111.904258 40.589983 ,-111.904442 40.592385)",
1358,3000,0.000000,Riverside,2,0,1358_3000,1,3,35.000000,0.000000,600.000000,0.000000,"LINESTRING (-111.911502 40.583522 ,-111.913140 40.583246 ,-111.914912 40.582901 ,-111.915721 40.582258 ,-111.916207 40.581200)",
1358,5117,0.000000,Riverside,2,0,1358_5117,1,3,35.000000,0.000000,600.000000,0.000000,"LINESTRING (-111.910225 40.587717 ,-111.910295 40.585151 ,-111.910310 40.585034 ,-111.910333 40.584918 ,-111.910362 40.584804 ,-111.910398 40.584691 ,-111.910441 40.584581 ,-111.910490 40.584473 ,-111.910546 40.584369 ,-111.910607 40.584268 ,-111.910675 40.584171 ,-111.910748 40.584078 ,-111.910827 40.583990 ,-111.910910 40.583906 ,-111.910999 40.583828 ,-111.911092 40.583755 ,-111.911189 40.583688 ,-111.911290 40.583626 ,-111.911395 40.583571 ,-111.911502 40.583522)",
5117,1358,0.000000,Riverside,2,0,5117_1358,1,3,35.000000,0.000000,600.000000,0.000000,"LINESTRING (-111.911502 40.583522 ,-111.911395 40.583571 ,-111.911290 40.583626 ,-111.911189 40.583688 ,-111.911092 40.583755 ,-111.910999 40.583828 ,-111.910910 40.583906 ,-111.910827 40.583990 ,-111.910748 40.584078 ,-111.910675 40.584171 ,-111.910607 40.584268 ,-111.910546 40.584369 ,-111.910490 40.584473 ,-111.910441 40.584581 ,-111.910398 40.584691 ,-111.910362 40.584804 ,-111.910333 40.584918 ,-111.910310 40.585034 ,-111.910295 40.585151 ,-111.910225 40.587717)",
3000,1358,0.000000,Riverside,2,0,3000_1358,1,3,35.000000,0.000000,600.000000,0.000000,"LINESTRING (-111.916207 40.581200 ,-111.915721 40.582258 ,-111.914912 40.582901 ,-111.913140 40.583246 ,-111.911502 40.583522)",
6185,5175,0.000000,JordGatewa,2,0,6185_5175,2,4,35.000000,0.000000,600.000000,0.000000,"LINESTRING (-111.905514 40.575754 ,-111.906304 40.574508 ,-111.906344 40.574400 ,-111.906378 40.574291 ,-111.906404 40.574179 ,-111.906424 40.574066 ,-111.906436 40.573951 ,-111.906442 40.573837 ,-111.906440 40.573722 ,-111.906431 40.573607 ,-111.906415 40.573494 ,-111.906392 40.573381 ,-111.906362 40.573270 ,-111.906325 40.573161 ,-111.906282 40.573055 ,-111.906232 40.572952 ,-111.906175 40.572852 ,-111.904348 40.569696)",
5175,6185,0.000000,JordGatewa,2,0,5175_6185,2,4,35.000000,0.000000,600.000000,0.000000,"LINESTRING (-111.904348 40.569696 ,-111.906175 40.572852 ,-111.906232 40.572952 ,-111.906282 40.573055 ,-111.906325 40.573161 ,-111.906362 40.573270 ,-111.906392 40.573381 ,-111.906415 40.573494 ,-111.906431 40.573607 ,-111.906440 40.573722 ,-111.906442 40.573837 ,-111.906436 40.573951 ,-111.906424 40.574066 ,-111.906404 40.574179 ,-111.906378 40.574291 ,-111.906344 40.574400 ,-111.906304 40.574508 ,-111.905514 40.575754)",
3000,3001,0.000000,9400 South,2,0,3000_3001,1,3,35.000000,0.000000,600.000000,0.000000,"LINESTRING (-111.916207 40.581200 ,-111.914670 40.580618 ,-111.912857 40.580390 ,-111.909573 40.580790)",
3001,3000,0.000000,9400 South,2,0,3001_3000,1,3,35.000000,0.000000,600.000000,0.000000,"LINESTRING (-111.909573 40.580790 ,-111.912857 40.580390 ,-111.914670 40.580618 ,-111.916207 40.581200)",
3001,8172,0.000000,9400 South,2,0,3001_8172,1,3,35.000000,0.000000,600.000000,0.000000,"LINESTRING (-111.909573 40.580790 ,-111.905503 40.580699)",
8172,3000,0.000000,9400 South,2,0,8172_3000,1,3,35.000000,0.000000,600.000000,0.000000,"LINESTRING (-111.905503 40.580699 ,-111.909573 40.580790)",
3001,1359,0.000000,Cent,2,0,3001_1359,7,1,21.176470,0.000000,10000.000000,0.000000,"LINESTRING (-111.911824 40.577722 ,-111.909573 40.580790)",
1359,3001,0.000000,Cent,2,0,1359_3001,7,1,21.176470,0.000000,10000.000000,0.000000,"LINESTRING (-111.909573 40.580790 ,-111.911824 40.577722)",
5175,11507,0.000000,JordGatewa,2,0,5175_11507,2,4,35.000000,0.000000,600.000000,0.000000,"LINESTRING (-111.904348 40.569696 ,-111.904515 40.568426 ,-111.902527 40.562393)",
11507,5175,0.000000,JordGatewa,2,0,11507_5175,2,4,35.000000,0.000000,600.000000,0.000000,"LINESTRING (-111.902527 40.562393 ,-111.904515 40.568426 ,-111.904348 40.569696)",
1358,3002,0.000000,Cent,2,0,1358_3002,7,1,21.176470,0.000000,10000.000000,0.000000,"LINESTRING (-111.911260 40.581966 ,-111.911502 40.583522)",
3002,1358,0.000000,Cent,2,0,3002_1358,7,1,21.176470,0.000000,10000.000000,0.000000,"LINESTRING (-111.911502 40.583522 ,-111.911260 40.581966)",
1323,11161,0.000000,Cent,2,0,1323_11161,7,1,21.176470,0.000000,10000.000000,0.000000,"LINESTRING (-111.921418 40.591609 ,-111.929272 40.591047)",
11161,1323,0.000000,Cent,2,0,11161_1323,7,1,21.176470,0.000000,10000.000000,0.000000,"LINESTRING (-111.929272 40.591047 ,-111.921418 40.591609)",
1319,11146,0.000000,Cent,2,0,1319_11146,7,1,21.176470,0.000000,10000.000000,0.000000,"LINESTRING (-111.934408 40.607297 ,-111.938858 40.605898)",
11146,1319,0.000000,Cent,2,0,11146_1319,7,1,21.176470,0.000000,10000.000000,0.000000,"LINESTRING (-111.938858 40.605898 ,-111.934408 40.607297)",
1319,11147,0.000000,Cent,2,0,1319_11147,7,1,21.176470,0.000000,10000.000000,0.000000,"LINESTRING (-111.934408 40.607297 ,-111.929235 40.607691)",
11147,1319,0.000000,Cent,2,0,11147_1319,7,1,21.176470,0.000000,10000.000000,0.000000,"LINESTRING (-111.929235 40.607691 ,-111.934408 40.607297)",
1322,11160,0.000000,Cent,2,0,1322_11160,7,1,21.176470,0.000000,10000.000000,0.000000,"LINESTRING (-111.934349 40.591006 ,-111.938878 40.590844)",
11160,1322,0.000000,Cent,2,0,11160_1322,7,1,21.176470,0.000000,10000.000000,0.000000,"LINESTRING (-111.938878 40.590844 ,-111.934349 40.591006)",
1360,5730,0.000000,Cent,2,0,1360_5730,7,1,21.176470,0.000000,10000.000000,0.000000,"LINESTRING (-111.901834 40.584029 ,-111.905499 40.583282)",
5730,1360,0.000000,Cent,2,0,5730_1360,7,1,21.176470,0.000000,10000.000000,0.000000,"LINESTRING (-111.905499 40.583282 ,-111.901834 40.584029)",
5592,1,0.000000,9000South,2,0,5592_1,2,2,32.757050,0.000000,847.443180,0.000000,"LINESTRING (-111.922175 40.587742 ,-111.920177 40.587738)",
1,2,0.000000,9000South,2,0,1_2,2,2,32.757050,0.000000,847.443180,0.000000,"LINESTRING (-111.920177 40.587738 ,-111.918417 40.587734)",
2,3,0.000000,9000South,2,0,2_3,2,2,32.757050,0.000000,847.443180,0.000000,"LINESTRING (-111.918417 40.587734 ,-111.916477 40.587730)",
3,4,0.000000,9000South,2,0,3_4,2,2,32.757050,0.000000,847.443180,0.000000,"LINESTRING (-111.916477 40.587730 ,-111.914379 40.587726)",
4,5,0.000000,9000South,2,0,4_5,2,2,32.757050,0.000000,847.443180,0.000000,"LINESTRING (-111.914379 40.587726 ,-111.912416 40.587722)",
5,5117,0.000000,9000South,2,0,5_5117,2,2,32.757050,0.000000,847.443180,0.000000,"LINESTRING (-111.912416 40.587722 ,-111.910225 40.587717)",
5117,5,0.000000,9000South,2,0,5117_5,2,2,32.757050,0.000000,847.443180,0.000000,"LINESTRING (-111.910225 40.587717 ,-111.912416 40.587722)",
5,4,0.000000,9000South,2,0,5_4,2,2,32.757050,0.000000,847.443180,0.000000,"LINESTRING (-111.912416 40.587722 ,-111.914379 40.587726)",
4,3,0.000000,9000South,2,0,4_3,2,2,32.757050,0.000000,847.443180,0.000000,"LINESTRING (-111.914379 40.587726 ,-111.916477 40.587730)",
3,2,0.000000,9000South,2,0,3_2,2,2,32.757050,0.000000,847.443180,0.000000,"LINESTRING (-111.916477 40.587730 ,-111.918417 40.587734)",
2,1,0.000000,9000South,2,0,2_1,2,2,32.757050,0.000000,847.443180,0.000000,"LINESTRING (-111.918417 40.587734 ,-111.920177 40.587738)",
1,5592,0.000000,9000South,2,0,1_5592,2,2,32.757050,0.000000,847.443180,0.000000,"LINESTRING (-111.920177 40.587738 ,-111.922175 40.587742)",
