link_id,from_node_id,to_node_id,lanes,geometry
517,189,194,1,"LINESTRING(1522409.6626768115 1001527.7193925648,1522409.1330298923 1001507.9764872558)"
518,201,192,2,"LINESTRING(1522423.249098322 1001522.9680579933,1522403.316404181 1001523.1472177833)"
519,362,190,1,"LINESTRING(1522416.1200602686 1001507.550568812,1522416.6624932715 1001527.7700830357)"
520,189,192,1,"LINESTRING(1522409.6626768115 1001527.7193925648,1522403.343149597 1001524.897013395)"
521,201,190,1,"LINESTRING(1522423.2538098432 1001524.7180516509,1522416.6624932715 1001527.7700830357)"
522,81,200,1,"LINESTRING(1522606.289929686 1001507.1515681141,1522593.0444592852 1001520.7609102946)"
523,203,198,1,"LINESTRING(1522613.1388564927 1001520.4218023733,1522599.2920142356 1001507.3223877413)"
524,11,198,1,"LINESTRING(1522600.360402821 1001527.4856598623,1522599.2920142356 1001507.3223877413)"
525,81,196,1,"LINESTRING(1522606.289929686 1001507.1515681141,1522607.3371851929 1001526.9160040574)"
526,203,200,2,"LINESTRING(1522613.193195731 1001522.1709585262,1522593.0491708065 1001522.5109039522)"
527,11,200,1,"LINESTRING(1522600.360402821 1001527.4856598623,1522593.0538823279 1001524.2608976098)"
528,203,196,1,"LINESTRING(1522613.2475349691 1001523.9201146791,1522607.3371851929 1001526.9160040574)"
529,183,204,2,"LINESTRING(1522842.2541742485 1001519.7896661033,1522841.7666452054 1001499.7601861398)"
530,183,202,1,"LINESTRING(1522840.5048465198 1001519.8381686544,1522837.4471789363 1001516.9551345443)"
531,364,208,1,"LINESTRING(1522399.6100501455 1001012.524836413,1522413.1713634583 1000998.9280179705)"
532,494,210,1,"LINESTRING(1522393.1808221785 1000999.178012896,1522406.6096253823 1001012.6019499784)"
533,217,210,1,"LINESTRING(1522406.5494780592 1000992.505939757,1522406.6096253823 1001012.6019499784)"
534,364,206,1,"LINESTRING(1522399.6100501455 1001012.524836413,1522399.5504898233 1000992.624950998)"
535,494,208,2,"LINESTRING(1522393.1609095742 1000997.4281261887,1522413.1475097004 1000997.17818055)"
536,217,208,1,"LINESTRING(1522406.5494780592 1000992.505939757,1522413.1236559425 1000995.4283431295)"
537,494,206,1,"LINESTRING(1522393.14099697 1000995.6782394814,1522399.5504898233 1000992.624950998)"
538,368,212,2,"LINESTRING(1522831.6702350471 1001007.4960914243,1522831.490376743 1000987.3797620219)"
539,339,212,1,"LINESTRING(1522826.6446655362 1000990.4964885287,1522829.7403815188 1000987.3756735992)"
540,13,216,1,"LINESTRING(1522386.748944309 1000621.7184372467,1522400.4705101766 1000635.005049002)"
541,268,214,1,"LINESTRING(1522400.0873468895 1000614.993764691,1522386.8553672195 1000628.7176282117)"
542,207,218,1,"LINESTRING(1522393.4715219408 1000635.124060243,1522393.0889328993 1000615.1427667647)"
543,268,216,1,"LINESTRING(1522400.0873468895 1000614.993764691,1522400.4705101766 1000635.005049002)"
544,13,218,1,"LINESTRING(1522386.748944309 1000621.7184372467,1522393.0889328993 1000615.1427667647)"
545,207,214,1,"LINESTRING(1522393.4715219408 1000635.124060243,1522386.8553672195 1000628.7176282117)"
546,225,222,1,"LINESTRING(1522390.0257027016 999918.9895709865,1522386.3485524624 999921.3066263837)"
547,270,220,1,"LINESTRING(1522379.3498185452 999921.4397562366,1522393.1663330167 999912.7336584849)"
548,276,224,1,"LINESTRING(1522841.397191157 1000104.2187753287,1522838.2285514076 1000096.3694331923)"
549,89,228,1,"LINESTRING(1521459.4010374416 1003815.0170325079,1521443.0202363164 1003821.7459948712)"
550,646,226,1,"LINESTRING(1521438.871323793 1003816.1080409094,1521458.388715466 1003808.0906189902)"
551,646,228,1,"LINESTRING(1521438.871323793 1003816.1080409094,1521443.0202363164 1003821.7459948712)"
552,101,232,1,"LINESTRING(1521196.0801991704 1002548.844022121,1521216.5102457348 1002543.3054833332)"
553,603,230,1,"LINESTRING(1521216.7770844016 1002552.0514136511,1521198.3839334135 1002555.4540757166)"
554,603,232,1,"LINESTRING(1521216.7770844016 1002552.0514136511,1521216.5102457348 1002543.3054833332)"
555,21,238,1,"LINESTRING(1521270.2930261076 1000576.5131657763,1521283.311 1000591.167)"
556,473,234,1,"LINESTRING(1521283.2983423695 1000571.1625788175,1521269.4682774635 1000583.4644095263)"
557,473,238,1,"LINESTRING(1521283.2983423695 1000571.1625788175,1521283.311 1000591.167)"
558,481,236,1,"LINESTRING(1521276.311 1000591.167,1521276.2983479747 1000571.171437197)"
559,21,236,1,"LINESTRING(1521270.2930261076 1000576.5131657763,1521276.2983479747 1000571.171437197)"
560,481,234,1,"LINESTRING(1521276.311 1000591.167,1521269.4682774635 1000583.4644095263)"
561,23,245,1,"LINESTRING(1520428.0159241473 999722.9942054998,1520441.5905764257 999710.2175083855)"
562,469,240,1,"LINESTRING(1520421.4395647093 999709.194545649,1520435.0149775404 999722.8790899093)"
563,469,245,1,"LINESTRING(1520421.4395647093 999709.194545649,1520441.5905764257 999710.2175083855)"
564,475,242,1,"LINESTRING(1520441.0521781235 999717.1967724777,1520421.2256266254 999717.9419298578)"
565,23,242,1,"LINESTRING(1520428.0159241473 999722.9942054998,1520421.2256266254 999717.9419298578)"
566,475,240,1,"LINESTRING(1520441.0521781235 999717.1967724777,1520435.0149775404 999722.8790899093)"
567,15,249,1,"LINESTRING(1522102.8122475464 1000143.5202413051,1522120.1362751026 1000139.7987694694)"
568,477,247,1,"LINESTRING(1522105.0448951635 1000126.7532086083,1522109.1392838624 1000146.5150053119)"
569,272,251,1,"LINESTRING(1522115.5973031393 1000145.1277218539,1522100.4285715206 1000132.0152952687)"
570,477,249,1,"LINESTRING(1522105.0448951635 1000126.7532086083,1522120.1362751026 1000139.7987694694)"
571,15,251,1,"LINESTRING(1522102.8122475464 1000143.5202413051,1522100.4285715206 1000132.0152952687)"
572,272,247,1,"LINESTRING(1522115.5973031393 1000145.1277218539,1522109.1392838624 1000146.5150053119)"
573,193,257,1,"LINESTRING(1522136.9913228988 1001525.4677602754,1522122.82680131 1001512.3567887193)"
574,356,253,1,"LINESTRING(1522129.8133817783 1001511.9235528002,1522117.1159428789 1001526.0905779111)"
575,193,253,2,"LINESTRING(1522137.0180683148 1001527.2175558871,1522117.1988060288 1001527.8386150098)"
576,343,257,1,"LINESTRING(1522123.651676788 1001532.1929167043,1522122.82680131 1001512.3567887193)"
577,356,255,1,"LINESTRING(1522129.8133817783 1001511.9235528002,1522130.650105189 1001532.0445930125)"
578,193,255,1,"LINESTRING(1522137.0448137308 1001528.9673514988,1522130.650105189 1001532.0445930125)"
579,343,253,1,"LINESTRING(1522123.651676788 1001532.1929167043,1522117.2816691787 1001529.5866521085)"
580,167,263,1,"LINESTRING(1522152.9722550828 1002014.5223501958,1522138.9137354943 1002001.4927814426)"
581,332,265,1,"LINESTRING(1522132.755025283 1002008.1772961277,1522146.3413770199 1002021.331011979)"
582,345,261,1,"LINESTRING(1522145.906227961 1002001.1686686521,1522133.0035875058 1002015.1728816514)"
583,418,259,1,"LINESTRING(1522139.3414119817 1002021.3088881299,1522152.764974585 1002007.525419812)"
584,167,261,2,"LINESTRING(1522153.024075207 1002016.2715827917,1522133.0657280614 1002016.9217780324)"
585,332,259,2,"LINESTRING(1522132.6928847274 1002006.4283997467,1522152.7131544608 1002005.776187216)"
586,345,265,1,"LINESTRING(1522145.906227961 1002001.1686686521,1522146.3413770199 1002021.331011979)"
587,418,263,1,"LINESTRING(1522139.3414119817 1002021.3088881299,1522138.9137354943 1002001.4927814426)"
588,167,265,1,"LINESTRING(1522153.0758953313 1002018.0208153876,1522146.3413770199 1002021.331011979)"
589,332,263,1,"LINESTRING(1522132.6307441718 1002004.6795033657,1522138.9137354943 1002001.4927814426)"
590,345,259,1,"LINESTRING(1522145.906227961 1002001.1686686521,1522152.6613343365 1002004.0269546201)"
591,418,261,1,"LINESTRING(1522139.3414119817 1002021.3088881299,1522133.127868617 1002018.6706744134)"
592,219,273,1,"LINESTRING(1522388.2016531103 1000385.5942353089,1522401.5332408666 1000378.8899572338)"
593,223,271,1,"LINESTRING(1522394.7971814547 1000365.4572437634,1522381.6057248972 1000371.7022305307)"
594,250,267,1,"LINESTRING(1522386.1446968606 1000366.3732781461,1522395.2000671006 1000385.4452332353)"
595,278,269,1,"LINESTRING(1522397.240453271 1000384.419150182,1522387.7984475375 1000365.5903736163)"
596,219,269,1,"LINESTRING(1522388.2016531103 1000385.5942353089,1522387.7984475375 1000365.5903736163)"
597,223,267,1,"LINESTRING(1522394.7971814547 1000365.4572437634,1522395.2000671006 1000385.4452332353)"
598,250,273,1,"LINESTRING(1522386.1446968606 1000366.3732781461,1522401.5332408666 1000378.8899572338)"
599,278,271,1,"LINESTRING(1522397.240453271 1000384.419150182,1522381.6057248972 1000371.7022305307)"
600,219,271,1,"LINESTRING(1522388.2016531103 1000385.5942353089,1522381.6057248972 1000371.7022305307)"
601,223,273,1,"LINESTRING(1522394.7971814547 1000365.4572437634,1522401.5332408666 1000378.8899572338)"
602,250,269,1,"LINESTRING(1522386.1446968606 1000366.3732781461,1522387.7984475375 1000365.5903736163)"
603,278,267,1,"LINESTRING(1522397.240453271 1000384.419150182,1522395.2000671006 1000385.4452332353)"
604,213,275,2,"LINESTRING(1522832.5046519113 1000553.2327074417,1522832.771392158 1000533.1209505178)"
605,213,277,1,"LINESTRING(1522830.7546566871 1000553.2286190189,1522827.1833112591 1000543.1943000902)"
606,274,275,1,"LINESTRING(1522829.5273546248 1000536.5984331489,1522831.0219040602 1000533.0786256387)"
607,432,279,1,"LINESTRING(1522139.8833281419 1002537.724661697,1522153.427007183 1002524.0852613935)"
608,447,283,1,"LINESTRING(1522133.4459595813 1002524.3944449705,1522146.8829208307 1002537.8001745566)"
609,420,283,1,"LINESTRING(1522146.931975307 1002517.7425364909,1522146.8829208307 1002537.8001745566)"
610,432,281,1,"LINESTRING(1522139.8833281419 1002537.724661697,1522139.9320969936 1002517.7838111857)"
611,447,279,2,"LINESTRING(1522133.423009385 1002522.644595466,1522153.395805565 1002522.3355395701)"
612,420,279,1,"LINESTRING(1522146.931975307 1002517.7425364909,1522153.364603947 1002520.5858177467)"
613,447,281,1,"LINESTRING(1522133.4000591885 1002520.8947459614,1522139.9320969936 1002517.7838111857)"
614,297,291,1,"LINESTRING(1522156.066859674 1003002.9108849418,1522169.454798775 1002987.4775271782)"
615,434,289,1,"LINESTRING(1522162.1498937504 1002982.634140616,1522149.6687111596 1002996.7273200876)"
616,452,285,1,"LINESTRING(1522149.498527443 1002991.4800791456,1522163.0668497311 1003002.8990866501)"
617,689,287,1,"LINESTRING(1522169.579614003 1002994.4764143154,1522155.1774433828 1002983.2545726193)"
618,297,287,1,"LINESTRING(1522156.066859674 1003002.9108849418,1522155.1774433828 1002983.2545726193)"
619,434,285,1,"LINESTRING(1522162.1498937504 1002982.634140616,1522163.0668497311 1003002.8990866501)"
620,452,291,1,"LINESTRING(1522149.3850716322 1002987.9819185177,1522169.454798775 1002987.4775271782)"
621,689,289,1,"LINESTRING(1522169.6420216172 1002997.975857884,1522149.6687111596 1002996.7273200876)"
622,297,289,1,"LINESTRING(1522156.066859674 1003002.9108849418,1522149.6687111596 1002996.7273200876)"
623,434,291,1,"LINESTRING(1522162.1498937504 1002982.634140616,1522169.454798775 1002987.4775271782)"
624,452,287,1,"LINESTRING(1522149.3850716322 1002987.9819185177,1522155.1774433828 1002983.2545726193)"
625,689,285,1,"LINESTRING(1522169.6420216172 1002997.975857884,1522163.0668497311 1003002.8990866501)"
626,29,296,1,"LINESTRING(1522170.2133191049 1003293.1472093401,1522156.5341502689 1003280.1569133499)"
627,370,294,1,"LINESTRING(1522156.822422891 1003300.2419013397,1522169.8637229868 1003286.155944608)"
628,286,298,1,"LINESTRING(1522163.534140326 1003280.1451150582,1522163.8198681735 1003300.0527994673)"
629,370,296,1,"LINESTRING(1522156.822422891 1003300.2419013397,1522156.5341502689 1003280.1569133499)"
630,29,298,1,"LINESTRING(1522170.2133191049 1003293.1472093401,1522163.8198681735 1003300.0527994673)"
631,286,294,1,"LINESTRING(1522163.534140326 1003280.1451150582,1522169.8637229868 1003286.155944608)"
632,29,294,1,"LINESTRING(1522170.2133191049 1003293.1472093401,1522169.8637229868 1003286.155944608)"
633,17,302,1,"LINESTRING(1522097.0356852121 1000937.82833161,1522106.6776439399 1000956.2255134436)"
634,496,300,1,"LINESTRING(1522100.0906665004 1000958.5944220979,1522091.3395509135 1000941.8969989659)"
635,496,302,1,"LINESTRING(1522100.0906665004 1000958.5944220979,1522106.6776439399 1000956.2255134436)"
636,529,304,1,"LINESTRING(1519015.6958156654 1001589.4531271452,1519002.030090731 1001576.1165978087)"
637,55,306,1,"LINESTRING(1519009.0295422277 1001576.0289693442,1519009.45248198 1001595.9628609641)"
638,59,304,1,"LINESTRING(1519002.455612706 1001596.1721941043,1519002.030090731 1001576.1165978087)"
639,529,306,1,"LINESTRING(1519015.7373349688 1001592.9528808718,1519009.45248198 1001595.9628609641)"
640,57,310,1,"LINESTRING(1518952.9926711714 1001079.0318090593,1518964.9095790284 1001063.3887819272)"
641,520,308,1,"LINESTRING(1518964.8835401828 1001072.138743183,1518959.907407835 1001077.9425814071)"
642,57,308,1,"LINESTRING(1518952.9926711714 1001079.0318090593,1518959.907407835 1001077.9425814071)"
643,73,317,1,"LINESTRING(1521709.8735251634 1001531.8681245262,1521696.8628903674 1001545.4662598642)"
644,254,315,1,"LINESTRING(1521717.040509721 1001545.0555704837,1521702.8825616918 1001532.2236941269)"
645,65,315,1,"LINESTRING(1521702.4525926625 1001551.65562435,1521702.8825616918 1001532.2236941269)"
646,73,313,1,"LINESTRING(1521709.8735251634 1001531.8681245262,1521709.4209862864 1001552.320071718)"
647,254,317,2,"LINESTRING(1521717.123372871 1001546.8036075823,1521696.8512244532 1001547.2162209798)"
648,65,317,1,"LINESTRING(1521702.4525926625 1001551.65562435,1521696.839558539 1001548.9661820955)"
649,254,313,1,"LINESTRING(1521717.206236021 1001548.551644681,1521709.4209862864 1001552.320071718)"
650,75,321,1,"LINESTRING(1521702.9867836935 1001067.3051985156,1521716.9077836783 1001052.245703551)"
651,502,319,1,"LINESTRING(1521696.8414363023 1001054.0840237204,1521709.9811239662 1001067.5866308348)"
652,498,324,1,"LINESTRING(1521716.8713329313 1001060.9956276275,1521696.9549493426 1001062.8332873917)"
653,502,321,1,"LINESTRING(1521696.8414363023 1001054.0840237204,1521716.9077836783 1001052.245703551)"
654,75,324,1,"LINESTRING(1521702.9867836935 1001067.3051985156,1521696.9549493426 1001062.8332873917)"
655,498,319,1,"LINESTRING(1521716.8713329313 1001060.9956276275,1521709.9811239662 1001067.5866308348)"
656,67,333,1,"LINESTRING(1521714.3910069368 1002016.182705171,1521702.6208930465 1002032.0488471405)"
657,109,331,1,"LINESTRING(1521710.0120828578 1002036.9047044647,1521722.3894124941 1002022.7581183485)"
658,262,327,1,"LINESTRING(1521722.637974717 1002029.7537038723,1521707.4794674446 1002017.2920391373)"
659,555,329,1,"LINESTRING(1521702.4557081442 1002023.3004064824,1521716.9787045282 1002036.2219288797)"
660,67,329,1,"LINESTRING(1521714.3910069368 1002016.182705171,1521716.9787045282 1002036.2219288797)"
661,109,327,1,"LINESTRING(1521710.0120828578 1002036.9047044647,1521707.4794674446 1002017.2920391373)"
662,262,333,2,"LINESTRING(1521722.7001152725 1002031.5026002533,1521702.653930027 1002033.7985352721)"
663,555,331,2,"LINESTRING(1521702.4226711637 1002021.5507183508,1521722.3272719386 1002021.0092219675)"
664,67,331,1,"LINESTRING(1521714.3910069368 1002016.182705171,1521722.265131383 1002019.2603255865)"
665,109,333,1,"LINESTRING(1521710.0120828578 1002036.9047044647,1521702.6869670076 1002035.5482234037)"
666,262,329,1,"LINESTRING(1521722.7622558281 1002033.2514966343,1521716.9787045282 1002036.2219288797)"
667,555,327,1,"LINESTRING(1521702.3896341831 1002019.8010302192,1521707.4794674446 1002017.2920391373)"
668,83,338,1,"LINESTRING(1522603.844663021 1001009.6291284114,1522617.7020198423 1000996.1720805194)"
669,209,336,1,"LINESTRING(1522597.6922215095 1000996.4126323473,1522610.8391418166 1001009.9070967184)"
670,209,338,2,"LINESTRING(1522597.6683677516 1000994.6627949268,1522617.6838007388 1000994.4221753607)"
671,69,344,1,"LINESTRING(1522122.3843767508 1001787.3331993892,1522136.5772645057 1001799.9032185574)"
672,256,340,1,"LINESTRING(1522135.905323212 1001780.0040832957,1522122.9075636268 1001794.3136202571)"
673,256,344,1,"LINESTRING(1522135.905323212 1001780.0040832957,1522136.5772645057 1001799.9032185574)"
674,264,342,1,"LINESTRING(1522129.584772039 1001800.2273313479,1522128.906894811 1001780.1524069875)"
675,69,342,1,"LINESTRING(1522122.3843767508 1001787.3331993892,1522128.906894811 1001780.1524069875)"
676,264,340,1,"LINESTRING(1522129.584772039 1001800.2273313479,1522122.9075636268 1001794.3136202571)"
677,77,348,1,"LINESTRING(1521304.4811656203 1001335.7229472743,1521289.2284230276 1001322.3130033518)"
678,542,346,1,"LINESTRING(1521291.4440192624 1001342.4922064034,1521304.4056712014 1001328.7233543866)"
679,504,351,1,"LINESTRING(1521297.9783712795 1001322.3430963332,1521300.1832617603 1001342.0584546747)"
680,542,348,1,"LINESTRING(1521291.4440192624 1001342.4922064034,1521289.2284230276 1001322.3130033518)"
681,77,351,1,"LINESTRING(1521304.4811656203 1001335.7229472743,1521300.1832617603 1001342.0584546747)"
682,504,346,1,"LINESTRING(1521297.9783712795 1001322.3430963332,1521304.4056712014 1001328.7233543866)"
683,79,355,1,"LINESTRING(1522103.661458556 1001307.1785906347,1522117.91319869 1001320.0152112808)"
684,500,353,1,"LINESTRING(1522117.5292038962 1001300.3338181569,1522103.9585642114 1001314.1722826661)"
685,258,357,1,"LINESTRING(1522110.9266182217 1001320.4484471999,1522110.53104154 1001300.1734322543)"
686,500,355,1,"LINESTRING(1522117.5292038962 1001300.3338181569,1522117.91319869 1001320.0152112808)"
687,79,357,1,"LINESTRING(1522103.661458556 1001307.1785906347,1522110.53104154 1001300.1734322543)"
688,258,353,1,"LINESTRING(1522110.9266182217 1001320.4484471999,1522103.9585642114 1001314.1722826661)"
689,85,363,1,"LINESTRING(1522410.35637529 1001301.71226988,1522396.5563746176 1001289.7060500216)"
690,195,359,1,"LINESTRING(1522397.0609397315 1001309.938431188,1522409.3116064437 1001294.7906762733)"
691,195,363,1,"LINESTRING(1522397.0609397315 1001309.938431188,1522396.5563746176 1001289.7060500216)"
692,211,361,1,"LINESTRING(1522403.5559498544 1001289.783163587,1522404.0479701078 1001309.5125127442)"
693,85,361,1,"LINESTRING(1522410.35637529 1001301.71226988,1522404.0479701078 1001309.5125127442)"
694,211,359,1,"LINESTRING(1522403.5559498544 1001289.783163587,1522409.3116064437 1001294.7906762733)"
695,205,367,2,"LINESTRING(1522837.9086594423 1001315.6547963348,1522837.496910822 1001295.6551787939)"
696,87,367,1,"LINESTRING(1522833.551491894 1001300.6525505504,1522835.747268467 1001295.6905571637)"
697,205,365,1,"LINESTRING(1522836.1590435503 1001315.6914600806,1522832.5501822026 1001307.5805646167)"
698,299,371,1,"LINESTRING(1522168.594577109 1003476.7340986602,1522155.4499997154 1003490.5563453815)"
699,672,369,1,"LINESTRING(1522172.5580159486 1003494.6047754849,1522161.5971318264 1003476.9232005326)"
700,299,373,1,"LINESTRING(1522168.594577109 1003476.7340986602,1522168.866 1003496.825)"
701,672,371,2,"LINESTRING(1522171.7375707522 1003496.1505340947,1522155.4906504275 1003492.3058731806)"
702,719,369,1,"LINESTRING(1522161.866 1003496.825,1522161.5971318264 1003476.9232005326)"
703,672,373,1,"LINESTRING(1522170.9171255557 1003497.6962927044,1522168.866 1003496.825)"
704,719,371,1,"LINESTRING(1522161.866 1003496.825,1522155.5313011396 1003494.0554009797)"
705,95,379,1,"LINESTRING(1522638.3366787543 1002999.9741314094,1522650.4491198414 1002983.9916825262)"
706,127,382,1,"LINESTRING(1522643.6445763386 1002979.4709129968,1522630.6250214067 1002994.8063088711)"
707,133,377,1,"LINESTRING(1522650.8004776954 1002992.7346252608,1522636.653999853 1002979.83401133)"
708,691,375,1,"LINESTRING(1522630.6972197634 1002986.0566067392,1522645.2905902837 1002999.172187246)"
709,95,377,1,"LINESTRING(1522638.3366787543 1002999.9741314094,1522636.653999853 1002979.83401133)"
710,127,375,1,"LINESTRING(1522643.6445763386 1002979.4709129968,1522645.2905902837 1002999.172187246)"
711,133,382,1,"LINESTRING(1522650.8004776954 1002992.7346252608,1522630.6250214067 1002994.8063088711)"
712,691,379,1,"LINESTRING(1522630.6972197634 1002986.0566067392,1522650.4491198414 1002983.9916825262)"
713,95,382,1,"LINESTRING(1522638.3366787543 1002999.9741314094,1522630.6250214067 1002994.8063088711)"
714,127,379,1,"LINESTRING(1522643.6445763386 1002979.4709129968,1522650.4491198414 1002983.9916825262)"
715,133,375,1,"LINESTRING(1522650.8004776954 1002992.7346252608,1522645.2905902837 1002999.172187246)"
716,691,377,1,"LINESTRING(1522630.6972197634 1002986.0566067392,1522636.653999853 1002979.83401133)"
717,682,386,2,"LINESTRING(1522861.5766968299 1003257.3921551694,1522860.5922170298 1003237.0844373157)"
718,97,386,1,"LINESTRING(1522855.6560932605 1003244.707928151,1522858.8424367025 1003237.1121646636)"
719,682,384,1,"LINESTRING(1522859.8324395965 1003257.5338121622,1522856.4844289902 1003251.6587453632)"
720,629,388,1,"LINESTRING(1518991.8303324485 1003554.9692293718,1518978.2204055174 1003541.748527487)"
721,457,390,1,"LINESTRING(1518985.2203934079 1003541.735507111,1518985.0664563004 1003561.8007292721)"
722,703,388,1,"LINESTRING(1518978.0674921277 1003561.6803112217,1518978.2204055174 1003541.748527487)"
723,629,390,1,"LINESTRING(1518991.925350662 1003558.4679393538,1518985.0664563004 1003561.8007292721)"
724,612,399,1,"LINESTRING(1520495.1673612753 1003049.8979094425,1520481.7459645376 1003038.5851017444)"
725,622,397,1,"LINESTRING(1520475.0339643087 1003047.273848544,1520488.693809017 1003058.60150576)"
726,701,395,1,"LINESTRING(1520488.7451604994 1003038.6911955072,1520475.2363766942 1003052.5199451144)"
727,612,395,1,"LINESTRING(1520495.3378161674 1003053.3937562826,1520475.2363766942 1003052.5199451144)"
728,622,392,1,"LINESTRING(1520474.8990227184 1003043.7764508304,1520494.8264514909 1003042.9062157621)"
729,701,397,1,"LINESTRING(1520488.7451604994 1003038.6911955072,1520488.693809017 1003058.60150576)"
730,612,397,1,"LINESTRING(1520495.3378161674 1003053.3937562826,1520488.693809017 1003058.60150576)"
731,622,399,1,"LINESTRING(1520474.8990227184 1003043.7764508304,1520481.7459645376 1003038.5851017444)"
732,701,392,1,"LINESTRING(1520488.7451604994 1003038.6911955072,1520494.8264514909 1003042.9062157621)"
733,35,403,1,"LINESTRING(1520612.8543442662 1002557.9478417911,1520633.4658875258 1002562.647785877)"
734,103,401,1,"LINESTRING(1520630.1540010602 1002568.8147468822,1520613.1654132272 1002564.9409266684)"
735,135,407,2,"LINESTRING(1522859.6522456727 1002781.1636688033,1522859.6383217191 1002761.3379340837)"
736,129,407,1,"LINESTRING(1522855.154090841 1002767.4836792096,1522857.888575926 1002761.3677612414)"
737,135,405,1,"LINESTRING(1522857.9024597094 1002781.1362994268,1522854.9689088282 1002774.4812293253)"
738,131,411,1,"LINESTRING(1522441.1943992178 1002783.6862472253,1522427.3778423585 1002771.0267589063)"
739,693,409,1,"LINESTRING(1522427.7364125713 1002791.1002752122,1522440.630631066 1002776.7089866259)"
740,141,413,1,"LINESTRING(1522434.3776841296 1002770.979693177,1522434.7334696478 1002790.8973164356)"
741,693,411,1,"LINESTRING(1522427.7364125713 1002791.1002752122,1522427.3778423585 1002771.0267589063)"
742,131,413,1,"LINESTRING(1522441.1943992178 1002783.6862472253,1522434.7334696478 1002790.8973164356)"
743,141,409,1,"LINESTRING(1522434.3776841296 1002770.979693177,1522440.630631066 1002776.7089866259)"
744,111,419,1,"LINESTRING(1522131.80913883 1002276.5054059415,1522145.5849030064 1002289.2891888143)"
745,266,415,1,"LINESTRING(1522145.5575880182 1002269.3211118701,1522132.2901322783 1002283.4888610537)"
746,266,419,1,"LINESTRING(1522145.5575880182 1002269.3211118701,1522145.5849030064 1002289.2891888143)"
747,282,417,1,"LINESTRING(1522138.585024693 1002289.3304635092,1522138.55762298 1002269.298988021)"
748,111,417,1,"LINESTRING(1522131.80913883 1002276.5054059415,1522138.55762298 1002269.298988021)"
749,282,415,1,"LINESTRING(1522138.585024693 1002289.3304635092,1522132.2901322783 1002283.4888610537)"
750,113,423,1,"LINESTRING(1521322.101649748 1002323.1947883146,1521306.8046853768 1002309.9714803703)"
751,605,421,1,"LINESTRING(1521308.928246742 1002330.1397402296,1521321.8891309341 1002316.1980150759)"
752,557,426,1,"LINESTRING(1521315.554554916 1002310.019261583,1521317.670337732 1002329.7677924837)"
753,605,423,1,"LINESTRING(1521308.928246742 1002330.1397402296,1521306.8046853768 1002309.9714803703)"
754,113,426,1,"LINESTRING(1521322.101649748 1002323.1947883146,1521317.670337732 1002329.7677924837)"
755,557,421,1,"LINESTRING(1521315.554554916 1002310.019261583,1521321.8891309341 1002316.1980150759)"
756,117,433,1,"LINESTRING(1522130.8057072526 1002778.0021697873,1522145.1245566173 1002791.3024273807)"
757,284,429,1,"LINESTRING(1522144.3596718581 1002771.690338303,1522130.700549635 1002785.0013798767)"
758,284,433,1,"LINESTRING(1522144.3596718581 1002771.690338303,1522145.1245566173 1002791.3024273807)"
759,288,431,1,"LINESTRING(1522138.1521062497 1002791.922859384,1522137.3600791693 1002771.6148254435)"
760,117,431,1,"LINESTRING(1522130.8057072526 1002778.0021697873,1522137.3600791693 1002771.6148254435)"
761,288,429,1,"LINESTRING(1522138.1521062497 1002791.922859384,1522130.700549635 1002785.0013798767)"
762,119,437,1,"LINESTRING(1521339.5678427727 1002801.4111706343,1521322.0613005944 1002788.7756127382)"
763,614,435,1,"LINESTRING(1521326.0344391325 1002808.6137017407,1521339.1214489776 1002794.4254185216)"
764,607,440,1,"LINESTRING(1521332.5563513918 1002788.4532639203,1521334.7831903922 1002808.465879559)"
765,614,437,1,"LINESTRING(1521326.0344391325 1002808.6137017407,1521322.0613005944 1002788.7756127382)"
766,119,440,1,"LINESTRING(1521339.5678427727 1002801.4111706343,1521334.7831903922 1002808.465879559)"
767,607,435,1,"LINESTRING(1521332.5563513918 1002788.4532639203,1521339.1214489776 1002794.4254185216)"
768,121,446,1,"LINESTRING(1521714.3122822815 1002543.0006882093,1521728.604239633 1002529.7041570116)"
769,609,444,1,"LINESTRING(1521708.5496985854 1002530.1391104945,1521721.2868636511 1002543.5966871327)"
770,115,444,1,"LINESTRING(1521723.0746126128 1002523.7078689917,1521721.2868636511 1002543.5966871327)"
771,121,442,1,"LINESTRING(1521714.3122822815 1002543.0006882093,1521716.105546425 1002523.0505133284)"
772,609,446,2,"LINESTRING(1521708.496759567 1002528.3899114034,1521728.5812894367 1002527.954307507)"
773,115,446,1,"LINESTRING(1521723.0746126128 1002523.7078689917,1521728.5583392403 1002526.2044580025)"
774,609,442,1,"LINESTRING(1521708.4438205485 1002526.6407123123,1521716.105546425 1002523.0505133284)"
775,123,453,1,"LINESTRING(1521726.1639261637 1002996.7125714582,1521713.7935076186 1003012.2946757618)"
776,290,448,1,"LINESTRING(1521733.898200462 1003010.2120011682,1521719.2067663516 1002997.485829078)"
777,290,453,1,"LINESTRING(1521733.898200462 1003010.2120011682,1521713.7935076186 1003012.2946757618)"
778,616,450,1,"LINESTRING(1521713.7876653029 1003003.5446777123,1521733.614560935 1003001.4665995983)"
779,123,450,1,"LINESTRING(1521726.1639261637 1002996.7125714582,1521733.614560935 1003001.4665995983)"
